	S0	S1	S2	S3	S4	S5	S6	S7	S8	S9	S10	S11	S12	S13	S14	S15	S16	S17
F1682	89534.8240550546	89209.462526168	71379.6636035419	71303.8003039168	35873.7810527368	47137.5322927258	52812.8363674861	83176.2171756531	86219.5433791337	103916.282587356	80617.6821527643	41625.8778735623	31576.2506417329	102801.584897879	137636.906418893	21692.9820011239	33493.7839438013	28934.872191814
F1683	102053.330376804	103640.179412245	112965.693647032	81748.6689191547	66486.3172557286	68071.688968617	71464.9312004425	52131.5465188836	45478.5622558021	73508.0063529603		89447.7635803125	137203.480842976	85457.8956283059	101370.646500141	43669.6115938814	82758.070309752	116889.066546644
F1684	34272.8370457757	88012.7976026739	45342.1208823361	37318.917505948	34509.4798625261	66537.2653205852	46528.1472471009	104763.649026182	117145.736246756	71176.4943259992	82693.380365731	83754.9717196367	94511.0045595062	89580.3473499496	61680.0274192274	40578.0951116124	48223.6600388747	74159.6088091316
F1685	29912.4594050422	137001.125936797	56529.2808521204	90940.3035422319		96948.6189791032	129255.333414554	118678.623584385	56194.9915719543	96493.1105827876	110730.675909816	38195.7452741147	41820.4078894326	107338.167657444		63818.2601580091	72247.750897742	111588.249713073
F1686	67770.7814491799	95371.4598589382	82009.0358722729	68947.22147781		90905.1482847405	111557.334170118	131705.072246171	80047.6451280596	114740.697431127	136898.496264467	93581.7508023487	79275.3993593589	104235.261651765	92762.6151662717	49148.4473907724	77902.7742994937	102895.489369364
F1687	24980.3621163502	43465.3753313813	30011.5727011808	42799.1322742991	35101.0438990642	56912.686469593	31408.7846459322	60429.6313906979	47306.8661671914	42796.5584217187	28943.1953601493	56489.4332960783	38564.9402413196	57368.7311869593	31443.3147535302	36768.1273076371	28702.280717508	48462.8686146926
F1688	51152.9781849146	44790.9491460076	54211.9201419441	43854.1582827908	77848.6045984362	34351.0493339824	47613.2477973893	79155.5679372447	96851.1951300792	107826.007365997	57624.7583212399	77207.6623250314	101907.115528368	64505.0016921092	64253.2701522488	70015.4357488698	40293.3202722438	61951.4867082563
F1689	135678.731231363	83627.904387924	47950.9462262936	87994.2169474341	64607.9469731347	74838.7487976864	69255.4599538289	45610.0844297715	94202.3047234947	101451.371755975	51672.3526254313	44059.0276671634	63680.9008787642	55384.3831619918	67563.2793437625	36191.4338815486	78544.5392369461	67563.8789086035
F1690	56990.7138944367	130486.175566415	108631.902297743	86843.1029103651	128063.072288404	121027.350189839	64330.0257622979	97073.6351979189	61261.860605394	91131.5332870349	60839.6382965209	132459.482655783	58305.8447614604	46708.1871512702	39775.6626312048	106856.962431374	98760.1947477374	92454.1141324076
F1691	51495.9973874539	43680.9620554723	72451.0521657883	54484.3300689969	56168.1118836731	50062.917608916	27876.5950602152	53737.7811998501	27163.3795255604	77209.1982210899	27374.0579550428	135377.223106737	71301.9936593293	63353.2872978683	128854.820339582	70894.35774197	55634.1867632191	54424.2299940588
F1692	59506.015276454	75407.8439134929	128093.181001117	135314.153869797	108188.151812551	130136.244095972	98080.8541903156	61245.4416093629	66871.2575216885	38929.8139274065	93884.6812095309	48131.7308444998	43288.2424833516	30439.0381384665	35639.7437371477	54741.5601818921	89917.7678192806	106464.172013095
F1693	127403.382278745	99541.6721984743	130493.097751412	135188.395916732	85792.6670644163	105111.314320331	129902.220907435	99844.4106463334	109190.384559613	80474.7052039677	91999.3468289032	118587.639579363	122321.832267052	94814.0878634675	128777.994328295	85582.2842743162	102715.058583683	91474.0964002743
F1694		81674.8827179226	67236.5990545915	92620.9870794133	45875.9296642689	83374.9365194751	57572.998247205	102942.756931171	94087.408938035	92473.9295180374		82507.4830660412		128398.246919562	72430.8550513936	135128.579469238	75039.4172659797	103208.635100805
F1695	30787.2195708261	29447.0501402309	39627.5703707089	33228.7092429223	73707.7105880228	128464.408021888	23792.3302047693	107018.44417853	41672.1897420899	43237.1956181254	31951.1588707538	135013.18599875	38858.287913168	56645.4828863966	37894.0122535319	33950.8376373671	38022.9623340124	40316.0938430054
F1696	115473.120824184	89126.40800331	81272.665942872	62492.928415466	134842.096333312		100232.463461936		38982.0730625136	61610.8027005995	101399.526052998	68546.6370218716	74143.7972051351		85181.9191151487	60914.5609716977	105827.579482228	65450.7905213996
F1697	15312.5048786121	19630.2994755401	23226.7361328187	27376.6943540718	32760.5929510058	62180.2437503719	29282.4039507529	46539.2429071209	38123.3697639596	40263.8591590434	25096.160241808	63688.2759426043	23096.4472569236	72771.9732630323	27598.7806521714	84214.3406720992	32329.7936357705	27994.6813206656
F1698	134421.693375813	109600.878812985	85913.4389587091	71189.5811716624		16157.6305904771	38282.2785302447	94309.5150270512	28099.2475304115	73382.5292769225		52264.0480883826	92006.9830492163	53230.0813144864	24977.863661826		126337.808003158	95255.1993684778
F1699	41924.747287965	62759.5670172706	43166.6092629688	34995.6084651043	59222.2912357963	25149.6769339488	134316.752759013	62928.2525810426	75139.0396425638	81484.4098834041	47116.4794419926	28226.6429738486	108307.280891735	83725.0796569752	93412.0049302552	33924.7675855475	49802.5572929731	20301.1957464116
F1700	41894.0738422985	78135.6258132586	39377.1482265723	73203.3058944455	47770.6046467773	106906.337930932	38694.7998500014	109599.893724393	83643.4025677292	55354.8242686991	33302.3940102602	91849.2223271782	52947.4132931193	78375.7003570819	42316.5926081382	45935.3610334754	41956.2049218655	67299.6868116067
F1701	70186.2491176265	36628.953898809	94673.701151482	83510.6992340255	101814.199232568	70795.0134120462	68386.7618978515	68156.0469110126	94045.9693795436	78939.7905514417	51217.6137408144	71113.9758077629	68627.7884432477	67785.7581788801	119588.753218372	87900.1788839137	59386.0646095974	85128.555917383
F1702	110828.510225396	93265.8789697615	27824.4175536518	96434.0843010716	29069.9123802004	133683.355837952	37228.7566416359	58301.8068045604	15147.5030768268	39007.5955976389	99428.902328306	106865.647234712	99541.8654040573	87031.8832132708	17383.1783155626	25079.4180561614	61464.1061850657	47045.1954908121
F1703	18794.2013905824	56928.4997770202	112647.317107594	131231.924949447	34364.1663007606	59906.730833989	121689.630313221	53036.340124897	55733.2251522921	61181.0706090353	133588.288029812	47219.6278460292	51705.681035473	60205.1695027278		18491.6502286416	20948.8418890938	17036.7382784554
F1704	126306.416204788	129650.108176427	113510.618709782	116965.34242257	124859.882192363	119938.635698093	124420.870914306	132601.65056762	114174.54192994	124830.164180551	123993.370844061	133411.333652336	130843.963226221	125865.559404308	122256.032053627	127048.217995697	121640.155297309	115218.256091242
F1705	44286.0264314734		39509.3610110803	31081.5624610932	34212.1152410079	29156.5418610918	27225.3630559867	60341.7706708629	50986.8839289973	91296.9443204456	40229.2740218323	68920.2645044997	59508.0123440361	71585.4851047087	76317.0424790649	34749.4790920592	43077.5320307368	37442.6202072051
F1706	27823.3845203697	61507.2375156305	55838.5366995267	41676.0926282897	57352.9458786639	77212.6598323798	43005.0712990081	88905.5532379922	68466.3118918096	72371.9850274762	39518.8387952853	85909.4926340904	48772.7736825449	50839.2926258917	35657.0552095344		45089.3905397798	52773.8551020074
F1707	89700.8991323143	95988.2954861115	96512.6671556935	132700.536467102	129182.943944006	87747.0730932064	35049.728034569	40520.9184964437	80984.6594307792	65307.1977027759	84289.8997434395	56294.6310229151	50244.0211511483	57488.0538788034	18674.7078251461	65127.2361154128	98721.4670836037	69184.8667665979
F1708	126405.667113282	76040.4776103922		30135.9893866745	50035.2397030642	22351.7755821057	63233.119797885	40485.6622240663	39706.8386970579	31836.2321864703	131900.367656028	21272.0378158592	39487.1009118444		42032.5663000506	78757.2181105942	69585.2082313171	56678.3411892399
F1709		36687.7766575929	72935.3673261553	32904.8376746408	47115.784409895	83069.7993952828	32819.9048622268	39584.883439027	105864.064466093	26354.7115862018		96460.3430223828	50576.884442616	131691.409962206	59611.5331465195	34756.0036941538	82572.4979938833	26080.7305660329
F1710	27179.444095733	90032.4610646725	38537.3664384161	73922.7130913613	20038.864015511	80027.2934397563	81590.4739499911	97232.3151688368	72248.5317213369	83879.385099733	83814.6929002905	101433.49586531	90903.2122459167	107146.12839385	33875.1858521204	41763.3970092003	37616.660650037	94796.7945161383
F1711	19066.7232036377	23453.6688605628	27520.1327375128	37422.3473674584	58736.9851073754	131271.407079144	15203.1994180276	76092.6489709105	26134.5244375967	29420.7883101577	17361.97101802	77208.0941488906	25251.5313751853	29916.6269768097	25427.7571126452	35076.992591514	32066.5386670517	61495.9580027976
F1712	109813.318292235	37454.8633206335	34692.9023394417	122327.614821992	109364.3098437	77333.6280054119	36448.1835637195	72734.2176019444	114462.850888121	81793.3467972558	123305.9428511	72237.6185968255	20093.6092786764	131075.908760338	55804.0835821023	75051.9980593175	125181.911486196	104026.098780006
F1713	90976.6661819655	86455.2874382573	131032.871021519	122675.809356148	92392.4569583818	90722.43060106	88264.9012476176	80347.1993282812	80970.4385588688	56327.9622974272	81611.6003442551	75432.5215330135	89979.4293564312	66787.0068803123	114472.758085369	78166.9717325495	107684.776271272	100341.385666581
F1714	60976.3496619571	50944.9520571998	58195.1802389258	68342.3643236912	62894.2897904236	50842.9691694137	50906.8639554739	78700.5269408113	60384.5037712892	68616.7033166379	48362.2002253399	78577.7381165537	69119.5118391841	71367.7475962765	54375.6827860391	78058.0454355381	49495.7299287944	86054.8461507261
F1715	49292.7197807489	109280.004795603	37149.2403776366	82870.3983537642	29462.1537910969	104908.165638751	68296.5007390822	128709.147685345	101310.755446638	91532.9976863561	49180.753246293	123065.682543152	77989.3510730282	86698.2381930449	33242.0358280664	69653.4586414476	64267.8141968849	93711.10439951
F1716	46151.5056846769	130064.230283136	46520.3635109517	99388.5280067644	33801.6697214741	23508.9017609025	79266.5610615586	20753.3329127311	89144.5462498549	48709.0218501641	71932.4879783386	35265.1555739652	82752.6341020641	78267.6567468042	34452.6094293383	82147.8642807146	110346.732353036	53618.1290772737
F1717	27068.1509943107	62983.8608181367	48114.7734737621	45558.4287100902	42395.6746106343	76497.226407975	60852.5440308746	86981.686953195	82580.6994145678	69071.9984442355	53568.2403635498	129644.940828763	64107.480584309	74169.4902554257	51433.6800607682	49414.8399827556	52883.3959915748	52168.6952180313
F1718	60170.4003052707	59237.3222013856	51339.6352138708	34512.7383874885	59242.162856287	129485.535735245	35106.01502295	54568.1534812172	63703.4869024047	55983.1514980005	36114.3371414353		39228.4523734597		49142.7969896494	34291.1084950559	47413.6803487951	30502.8289949008
F1719	17287.9173493383	81283.9771981331	30347.5730090505	18251.5122669856		88752.1314637757	18805.6901962994	43852.1656039357	129197.199908658	28140.2010242233	19565.5911520348		22796.1482453826	18740.9814857198	19713.3783618659	18120.2995975002	39159.1425305144	13852.0421714586
F1720	20057.7960041522	90240.1191164748	35156.0590183815	102227.245803801	34488.1407488645	55513.3671128964	61451.5658750756	91826.5298839613	82024.7185836159	76393.2486679362	61197.2370718456	109970.283373369	59592.444182494	83975.8091790637	24169.3597048671	75434.0191103846	54666.8257524599	93388.3423559249
F1721	23507.2550084491	51499.9370424972	56440.5431542677	89644.6134024234		47061.0986699329	67305.8728511093	70171.9633514162	53208.0212389651	74903.2259794038	55421.8180364044	64165.7704955743	128303.870482549	74291.8059572873	64669.7677516482	29358.9981331522	24117.7276236861	33466.0746314827
F1722	64141.2129550201	45992.4260571987	22721.3141340656	28196.7996602741	74953.6180960092	58327.1725525107	51951.0531241348	63140.1026685457	127937.456963241	52719.5248212277	59986.2493002115	26318.9880164959	71489.8479250095	41771.5080603521	45404.0537219197	50413.721683445	56824.3630741269	35780.247629742
F1723	56117.8822930154	71603.456410015	68446.6504099515	78976.4960822605	86528.3575872782	82673.3835306694	68236.5821290566	78868.9762183176	70558.8048676257	90115.0137688134	39186.7213468447	127386.518320328	58167.2938264519	79149.523942936	89846.6413668354	64920.3051599473	79761.2528097487	84046.9253489093
F1724	28592.7059431044		39085.3088155176	30796.2833964606	51151.8622208279	29610.0155955569		59189.9491578304	53969.8296333389	74124.1205372705	44606.7132386935	55007.3969192967		46735.5369412911	40502.3388344953	34984.3079213895	29934.6909224948	45868.1884496545
F1725	55603.8514829531	112990.120763221	77349.114143801	71464.2501046449	65197.2359108989	127141.86516053	46094.2053728854	96798.6423273595	91065.8689834225	44085.5164110968	52769.9080882042	86440.9053410351	54608.3369390404		42113.6937063603	81902.1452593601	78247.2291311939	70934.5459023432
F1726	36973.4792936315	54755.8180330735	45166.7611359853	51237.387184619	47959.4513769324	70394.8433607159	37316.0426973886	101666.52497273	74616.0360543416	65850.1526131691	34573.0285973085	106998.382191708	59450.2484922834	121428.197153009	64886.3844977201	41053.4254602911	35257.6491086526	49012.7201094117
F1727	25373.1435018278	32401.6096857973	41484.8275366939	35516.479485924	75408.6799971589	27591.0160327059	34517.0280750723	28926.5458950731	22166.4340544446	32060.9385718964	33277.6114907642	126813.383190105	34641.2937462083	35808.1417584618	31084.3042048056	54269.3556509346	60540.8839578618	31739.7870113107
F1728	51652.3919386656	92360.6026543662	55891.0178759479	98609.1254226	33935.0304744617	112496.686377707	97982.787158063	65960.9070299734	74405.9525053042	109738.47115235	126097.076145403	57728.7175575162	44632.9302272647	62427.1395644579	31744.9548953588	94853.3344384149	54401.1573709672	120472.200135738
F1729	65548.5694518555	62328.6736020508	97189.0193595661	85838.8208770759	101537.284529926	49851.3696040377	66019.3754990886	59988.7801747828	73876.6039596207	51567.2073786832	50736.6264826626	57973.0610481843	55734.6074605008	121563.984822773	98338.6571341564	107861.058592055	73285.5175546634	56360.6362650227
F1730	35175.9673823102	83211.4534058788	115446.749006059	26590.9251578626		54410.0384704565	36300.6969293028		93555.4190597793	35245.7996631228	50381.3556848544	42416.8137354665	29914.2698272364	79481.5343920325		79372.1950777708	75055.300738939	75801.0786233435
F1731	108289.075538017	98321.0603973259	38632.5266891706	82703.5226807769	25988.2590726182	28495.7411406576	122564.701807853	38783.866154263	24728.8966327351	99978.9386345969	37608.9974256048	125524.861811076	39635.706289062	71831.9935297545	121734.647112365	45968.218000464	47674.581974864	19939.0041498964
F1732	64213.5049986056	13372.5105627435	35255.2415896383	40105.0000888986	56551.1063759082	34655.7691919193	49496.9077661031	56050.0225574625	61352.0964423849	75673.602450804	56107.1458120986	66784.6811194824	125065.48560565	59447.0135848662	95413.3604070993	37930.9874987775	91819.0958753907	51633.3173102852
F1733	92170.6749285477	90393.6581624466	98668.7519291495	94755.0843047013	98626.8952594072	89324.0396573529	104517.447285602	94257.0594866383	105783.337682945	107100.469412616	91777.3482478913	88541.864729338	89481.6633022458	101634.601961161	91792.8502706212	99366.5371671595	97319.5891619508	94158.590717919
F1734	33150.7687512493	63784.2198720906	45771.2946622825	48967.9182456179	20464.9106541766		100160.679250034	46222.2579607266	36356.126541954	48285.947995992	125014.622548091	46382.671717075	42991.9791149226	58707.3588868274	24022.2898355223	52797.9457755158	41498.9324431964	50868.1510180714
F1735	37879.7261998925	42650.493973014	23992.1415218059	39256.2673838298	37487.6129118004	58267.9175448943	27770.9515003944	63477.9430596988	36521.0885382963	78540.96588846	25236.0059066096	99619.2890478946	32648.3373271844	51422.6332417597	36283.6530439234	27034.0594515608	33534.8079754017	41107.4461619667
F1736	59161.3896472428	78781.6552507051	21965.5613963328	30191.9037610235	33082.2254678652	15123.3940630986	99124.3527282041	34020.4055338699	28988.0781571232	41521.9351042205	124610.936756801	67667.4466086359	20128.7135505779	30915.2219798858	48649.9266329879	20940.6375274482	21638.3042359501	
F1737	55379.6356561146	104814.870516576		105656.265027471	122564.708200888	72652.610459236	124175.46595466	81523.5931620845	55706.0215930932	88041.4916089843	124563.053923945	30809.0967319918	93806.2405830705	18569.0136905348	100517.492452937	69248.3955034796		68058.1235700199
F1738	74767.9356024923	58387.5983685681	76743.9835261604	68704.0343076888	92418.1710061183	67649.1350564599	68628.8452086951	72898.3261719302	69531.0660747634	75341.5436963818	75784.6362125375	72552.9856107818	109665.991609868	73205.1881140922	75540.8170161291	75853.3493604685	67304.0866798956	57353.1314830726
F1739	15245.412660292	25764.5748897786	16070.6823176027	55574.2489383676	26698.2427067861	108396.81526007	19034.6230291966	123608.111352741	47334.3662273587	35024.7685705126	27479.8857479316	68397.8278314488	29879.690105125	35788.22786088	31265.9203878816	33563.0255759775	35651.0184593206	57684.6214557199
F1740		25776.4928861176	21549.2070447919	29022.5975057996	31758.7544613777	53652.4910934807	39462.6147416689	82510.859055917	61671.773405249	52808.5828714093	29416.8337151139	62303.5196600264	38726.9951731181	56215.1819857293	34697.8849408347	29598.9482334619	21861.4368304066	24130.8142766838
F1741	36698.6798414649	112395.136688601	40895.799438611	54043.1465903471	42777.5857530178	86914.9246395862	98999.7836247005	123202.218817854	122839.239642495	87568.9413455128	89780.0738127881	71746.2937755735	83902.7645006922	104442.011120677	45531.8831902524	42394.3545025638	46503.128694199	66157.6564351554
F1742	37836.2011933818	53924.8369191103	37453.573019987	56868.5833356323	34019.4064158057	101049.411453152	42589.0808404289	123182.460699768	72677.4778759552	80298.4278915938	46766.0090778382	103699.176578145	59968.0044493832	78651.9681056417	51279.9484385599	57699.0162743992	47039.9375125185	67849.7614940349
F1743	67576.4950740627	60306.7448792339	47348.1383699619	85262.4176170366	111771.876606549	45532.1166878359	63389.756229497	82324.7923892073	123056.089561287	66869.2050401095	65547.547580529	47666.6401505888	78643.8720004151	102089.455881876	89799.6839693185	51032.0306722771	53251.7545487182	56662.9832551434
F1744	27117.9341502251	110021.238966158	34072.1018883639	76583.2724688788	81725.1257422994	41593.8141650046	99565.0263543569	35238.7671986939	27379.4728125851	22526.2620627017	31927.1168327366	22083.5253950282	28501.2613708587	27424.3704818745	43840.0622179563	26525.4498776029	69332.796046687	123025.854059751
F1745	77635.5049209618	115676.768344621	64425.9407777455	80527.4096068036	37869.5095880458	122493.145224044	99293.5973454767	98389.4934908017	115020.591660228	115508.361712802	100727.56584285	88452.5009124564	87919.1679547197	109729.619950132	51075.5939853724	66823.9264698179	69962.7741599689	104378.190596935
F1746	40893.2016132319	19418.0896183984	38171.0935081657	24026.6850100024	32192.3063508477		62906.6451460149		17870.3524607051	17418.9207086666	29076.3381367806	24605.9836488904		16434.3223228288	16715.9184745655	122441.446333924	85163.7605961976	36589.4394855429
F1747		65035.2481543004	50214.3968373388	63229.6390218266	38510.3616581244	57734.4961436371	47703.1268337202	62942.1986465568	61519.6815706552	51427.2692632347	51190.5584083474	38174.7934941697	15054.7346743182	72619.9092177718	14013.2381201545	66717.8297377373	55460.0929863472	72179.7078811875
F1748	86213.8334578125	45940.7510388299	61033.557734523	47501.6860751169	71019.9998131592	28968.3486744426	68018.2099915548	97051.6792506288		100458.001700557	76315.1777859412	95426.1638559086	115961.002107593	106336.947530038	114367.726804191		44925.9822619929	59367.8781769094
F1749	33342.373231812	47087.0370705899	27848.9561290439	22102.59584227	121382.551683035	104599.956360431	23773.2116750127	55860.8888977888	59706.8603846715	27627.9225033842	31446.4300645591	93789.816295459	43062.1016271094	32685.06446462	77032.0754337644	31871.7049527495	18471.6434594908	37505.7109926973
F1750	61906.3678964766	71328.5502524702	65804.3752499706	82516.1274559135	78813.7039690715	96502.3979062113	80746.7831674187	90750.9076379459	90150.6466580872	68392.1446371349	96470.779796932	73346.2365150545	85767.2219340022	80086.969642097	50469.8897671252		62221.3761944877	89921.967273936
F1751	17503.3808271691	26630.3809107805	20039.0206238189	31196.6390199036	23035.7661588951	79008.3802512529	27530.3903848681	121061.369823104	73456.7782214937	49540.9738031982	27781.0504652803	95326.4692064765	67139.5623174149	73056.2719810614	64942.2379234124	21456.1702604885	21023.4071764242	25384.5885175357
F1752	28628.3449876911	60442.4553903838	30162.5061234253	46496.7246376379	30627.9393714793	85385.2415678363	42469.0508534316	65593.4974920269	46308.551139025	121050.475855521	24461.3797595844	76187.9827198018	37977.9499031762	47947.8059754755	24897.415911246	37601.944936011	52865.7713577699	62509.3008247939
F1753	115300.485582609	94264.253468578	84031.5777316263	80398.4847534554	45083.9519540103	85684.9406405304	96913.8082952437	50801.1724631032	46025.6009255194	55558.8526544027	68924.8501975605	60199.2859410209	68601.0361443439	60842.491438019	75528.3228048634	81141.8491687777	90740.2854282523	59899.1365214994
F1754	99491.7492448381	82197.9974305314	97931.7756266772	21662.1189714616	77648.2112589496		64934.68262701	46185.5232645404	75543.140332429	32525.753038863	62893.3805205897	46095.64139875	79579.8102445367	44227.3526536999	69929.8365574673	81921.9533141042	120852.233189591	77125.7504533282
F1755	26084.4359401443	39565.6751849745	45687.271371423	44456.6484933157	52286.6355347066	68895.9243032544	40935.1658357172	87957.0254567851	64196.6363494145	74687.291747697	36209.755132367	120821.078424753	68553.2092860279	73842.0149577249	69450.3743882277	44655.7315194782	34958.4724571415	37983.0255901895
F1756	25248.6274706055	83508.6588858992	22876.153718345	57458.1263383007	24014.3132684679	30405.9403995609	52649.6370996254	76201.9032815194	64561.4630222872	44296.6443544224	54797.7700868016	93907.8344083691	33884.4156459991	61482.5602867841	21395.0942093517	66385.7303351647	36199.2310311333	37308.331839276
F1757	57845.8759346837	40282.2118978679	85308.6634673873	120701.184887551	44482.5088302867	44878.9753440389	113635.633865725	87166.4543589816	36360.4028448485	42049.6847911234	59992.7557742332	34476.8615789442	41076.9690576605	62634.5754154592	29003.5276155694	35219.4222055229	48400.45301153	32939.8983696571
F1758	40137.7102400428	80625.955663417	60335.3982005295	82581.9278829432	73447.5057231122	98027.4636199966	62795.547341004	52026.4622770115	102804.464564652	81394.7834357206	57570.6256336818	102364.905444553	88694.5673582944	93371.7047736455	82117.0611855656	50249.3703387898	107286.883130944	81487.2782375077
F1759	104227.39358043	80276.6078720662	91399.1334673687	86304.8234111053	71734.1218236562	120227.572347476	82142.7153074425	66769.3193052215	116781.882927395	88980.7462356221	76714.1949075592	90660.5700473454	94025.9628576547	66315.8714223264	66862.668583977	96142.8182100458	95753.2955299127	91234.6181153614
F1760	80550.1771378957	62380.5873677084	85123.2716740005	56581.0482040447	118422.733390169	51035.497331117	81315.30707154	37991.8805082508	54742.0029875847	61992.5566839757	120127.559570929		54460.5041361206	42727.2046083766	65809.1667827723	65849.7865510442	103940.675631996	54312.4008787205
F1761	36347.1034492729	94825.6922902298	48620.2439579929	71884.1403057772	51959.5787503849	73522.11890815	39988.7462279762	90313.2478572882	68856.3373667482	83434.443828925	37611.5834619224	83843.0756085583		119838.342324267	34568.5531408182	71101.2478810316	50128.0329090026	30854.7429876895
F1762	25189.2453883487	107130.561783737	34120.2025418456	24648.7512994326	56924.7670316316	23346.8987406583	31206.441788964	42422.8822757819	33740.3831646632	21848.6773651211	20424.1701421753	69120.2226629814	22834.2722507771	66340.4044140418	22739.9762852164	119676.25248824	16634.5508125555	17038.2481852154
F1763	59041.6037195473	34620.3123839175	30855.4059549454	82762.7376308497	65785.241736358	119360.966019485	55239.3044593936	64919.0669825765	59848.5466109187	65371.1025931603	78710.1546524705	75240.3089401505	19850.80908816	49582.9717766313	115358.630035558	35674.1542494	72682.5595258752	
F1764	28049.2130063907	32185.1294033242	33582.3074620905	79466.3306144869	51510.774769875	119204.570417271	25133.7340539477	110369.095769285	47579.0078783138	56815.8019285592	32622.8213639523	112980.009648672	40492.8553021425	59404.2239196198	29856.9665856575	86301.8720118209	34731.192378949	84538.5944155114
F1765		32694.6250573106	86648.3186055872	72716.2447420486	12615.0103548402	19576.2233067024	67379.8734514039	26646.6818420858	77929.377789351	92101.9814290047	25491.6948666152	119164.892051044	82352.9232227476	26603.7220571185	48769.9221853595	37570.4682261702	73242.4110119662	
F1766		20121.3132580763	15890.392803317	28449.9854288098	15852.2516904697	114670.025650946	14829.6671921821	118930.570864291	40992.0730878021	67772.7503321159	14774.4253218361	87832.7785452525	23862.8965376407	31574.1307256864	23066.1239263495	15438.6432053021	15874.141743264	41337.1280095292
F1767	41019.7480226057	111131.909919116	64494.0909208041	78794.0181158396	49437.1242856355	101490.923003825	80526.7290419557	91499.8580898203	78117.0095341885	63003.8155815338	80766.5086941651	29478.5045174347	44751.9777351648	61726.5774492617		74084.85953923	80318.8869508278	118723.07682362
F1768	37084.7951233213	48861.9336971581	36059.4010339737	34156.6251433769	50958.638001897	38233.4892938163	41134.1854928545	46051.0166126387	65616.1048515689	74027.8808228635	70130.7346466563	109808.132074996	31766.3099727316	33549.4604543311	21523.5994007851	39985.9391054185	25808.6282441643	36823.1458675672
F1769	51881.1784662542	69661.8099556915	80235.484148055	65971.2713712408	47860.9770186185	23981.490367696	59225.9297220493	67104.714626047	76653.8732126603	118655.764033805	87071.2656158655	57729.3169543107	40164.612203474	55173.6794835796	41637.4192244974	65609.1615234797	40205.5679766915	63312.3967217141
F1770	36974.5003394809	39389.2674347155	30844.9728800082	58141.3700522549	55417.926201478	53983.2888323541	77023.1312037169	38792.4846441861	74320.4670224864	97290.3092714542	67339.0100469962	75780.0039670311	57314.9274851444	56513.3872547268	25599.0739755985	68028.769556082	37462.8714589161	31501.0368626164
F1771		70232.0549705374	27702.7564139752	17228.821357202	61329.1061677831	69355.3432000273	71260.2332891075	16673.4337542173	19513.9672782857	48150.4418037258		99204.7569446167	58332.0614275375	22019.5270262761	118578.896167488	77588.757820094	31235.5903747053	91395.2979364612
F1772	114548.698895142	102990.246624379	100098.698314946	106874.565376592	112488.872012449	97039.2341950491	118131.305825128	100610.24861866	108740.434521033	105057.302292821	100768.567468481	106861.301760071	104906.41595195	109091.155070101	105107.774215052	118461.783375187	110812.657633189	118375.267542556
F1773	62562.8604265325	60100.6911232028	114839.880192017	114508.963654091	71615.1272993278	105757.796228283	78263.1122538959	107433.397256618	94688.1227188074	80854.5222026532	47726.3423042621	92495.7329937264	36167.6183046109	114154.832974211	35824.117280803	89964.5500137386	118438.753511966	55935.1582493437
F1774	72502.4307707473	90410.6576007245	79446.5838528806	92483.1949362831	77094.5658739382	110531.101344407	75301.5627345524	101499.500403289	93426.8444710746	80642.1649460978	74573.8697493965	118317.359614597	93376.982809727	114286.444538835	102743.89170454	78347.0960367418	91276.1842457794	76719.6139838351
F1775	30282.035765204	30837.3379771752	50377.594242756	47783.426871713	54066.2112332605	48358.7289615025		81617.7909129002	24203.254218489	55908.9819909431	18712.7398610542	118246.022499949	44362.2646691435	80849.3850518964	63789.4158277854	52670.971414252	37332.9770889107	34642.9704465441
F1776	41863.089784619	57258.7540986081	45067.8578471475	40419.4436215207	86246.7578879524	77426.9426934936	42042.9238336437	45895.9920619963	40295.5091495525	56550.9392554562	34554.8899927236	117935.401258013	39119.2071477841	41489.9357904095	44811.8142471105	46180.6291680771	66056.1179300962	38264.6423923179
F1777	25171.1814610878	56508.3583326517	40892.7334607553	38270.2546158406		35983.256763613	102670.33096354	81451.1980328031	66216.7274537198	117758.1377941	105806.992198111	107023.44374421	71565.8325225656	58920.8884742163	22289.9527544476	97826.9606781842	34130.8563688393	9453.25736254016
F1778	39071.7581392101	23536.8761579324	37720.4887352077	19979.6398644855	86954.5201745236	14434.9258135402	36614.0458960476	38255.710200319	33107.6962492297	25443.8509289398	32504.3914197708	55356.3240139442	26507.5380042061	24799.2075277116	33212.7335697492	42016.4795532696	39168.154724333	38626.0318253536
F1779	27298.3605041399	42035.5951689564	26311.1348838154	42155.5446648347	34623.9674759349	91533.0320438457	34885.1141915906	117678.022397372	76279.2479141732	52307.4013139645	32918.276843753	99662.1748830239	56027.3743372032	72394.6053168321	57807.2415619286	32926.2838208884	29705.534919722	33783.9421884247
F1780	29340.7835333012	13241.0194999821	19876.8969106851	20239.8538354699	17380.735074926	17122.7771037459	20978.9283164654	35737.3573977313	29350.2199693613	26560.0847151098	25394.2447266986	38912.9437898484	68029.4580520666	55824.4613477439	117659.935727813	29409.3435965013	29798.9084563156	28430.2843717386
F1781	18926.4895223936	24009.7071857919	25486.2374135193	23209.0866326359	45670.9989278119	75412.8830170236	21805.985304104	84783.9523315707	54353.254737145	30687.8711633201	18796.9770547547	77520.7018349925	37306.2957419169	74396.96785038	23602.1850036196	24384.7294342727	23843.8359280478	41190.8408775256
